,id,name,surname,birthdate,deathdate,nationality,artist,complete_name,entity_name,gender,recordLabels,instruments
152,Q22005867,Dieuson,Octave,1997-06-11,,US,46SHBwWsqBkxI7EeeBEQG7,Dieuson Octave,Kodak Black,male,Q202440,voice
153,Q28155029,Rakim Hasheem,Allen,1991-12-09,,US,21WS9wngs9AqFckK7yYJPM,Rakim Hasheem Allen,PnB Rock,male,Q202440,
154,Q21066641,Bryson,Tiller,1993-01-02,,US,2EMAnMvWE2eb56ToJVfCWs,,Bryson Tiller,male,Q202585,
155,Q30501760,Ugly,God,1996-09-19,,US,3Fdm9TFJQCLmC3AWMuGExi,,Ugly God,male,,
156,Q1166988,Daryl Franklin,Hohl Hall,1946-10-11,,US,77tT1kLj6mCWtFNqiOmP9H,,Daryl Hall,male,"Q202440,Q664167,Q202585",keyboard instrument
157,Q326383,John William,Oates,1949-04-07,,US,77tT1kLj6mCWtFNqiOmP9H,,John Oates,male,"Q202440,Q664167,Q202585",guitar
158,Q4038837,Harley Edward,Streten,1991-11-05,,AU,6nxWCVXbOlEVRexSbLsTer,Harley Edward Streten,Flume,male,,
159,Q6347342,Alessia,De Gasperis Brigante,1990-03-17,,CA,6xHUXzrfhFgnIv86EBR3Ml,Alessia De Gasperis-Brigante,Kai,female,Q4354637,voice
160,Q26703294,Victor,Rådström,1991-12-28,,SE,5H6xmHXjsq98NLbEjuE29f,Victor Rådström,Neiked,male,,
161,Q12573027,Oladayo,Olatunji,1992-03-04,,GB,4H1PNuHElBLVok0lnYMrRb,Oladayo Olatunji,Dyo,female,,voice
162,Q4177928,Zara Maria,Larsson,1997-12-16,,SE,1Xylc3o4UrD53lo9CvFvVg,Zara Maria Larsson,Zara Larsson,female,Q216364,"piano,voice"
163,Q19750811,Leigh-Anne,Pinnock,1991-10-04,,GB,3e7awlrlDSwF3iM0WBjGMp,Leigh-Anne Pinnock,Leigh-Anne Pinnock,female,Q183387,voice
164,Q16126719,Perrie Louise,Edwards,1993-07-10,,GB,3e7awlrlDSwF3iM0WBjGMp,Perrie Louise Edwards,Liam James Payne,female,Q183387,lyric soprano
165,Q19750540,Jade Amelia,Thirlwall,1992-12-26,,GB,3e7awlrlDSwF3iM0WBjGMp,Jade Amelia Thirlwall,Jade Thirlwall,female,Q183387,voice
166,Q25939080,Jessica Louise,Nelson,1991-06-14,,GB,3e7awlrlDSwF3iM0WBjGMp,,Jesy Nelson,female,Q183387,
167,Q26834366,Rory Charles,Graham,1985-01-29,,GB,4f9iBmdUOhQWeP7dcAn1pf,Rory Charles Graham,Rag'n'Bone Man,male,"Q330629,Q183387","voice,singing"
168,Q22246459,Jonas,,1989-08-02,,,1HBjj22wzbscIZ9sEb5dyf,Guy James Robin,Jonas Blue,male,"Q193023,Q3071544,Q13218788",piano
169,Q28071144,Rachel Agatha,Keen,1997-10-24,,GB,5KKpBU5eC2tJDzf0wmlRp2,Rachel Agatha Keen,Raye,female,Q155152,voice
170,Q1364471,Mark,Morrison,1972-05-03,,GB,6V3F8MZrOKdT9fU686ybE9,,Mark Morrison,male,"Q21077,Q847018,Q6724230",voice
171,Q19361511,Willie Junior,Maxwell,1991-06-07,,US,6PXS4YHDkKvl1wkIl4V8DL,Willie Junior Maxwell II,Fetty Wap,male,Q202440,"piano,voice"
172,Q30068135,Tom,Zanetti,1989-07-02,,,73Msd8rknjBghcGQiZ1mgh,,Tom Zanetti,male,,
173,Q3461129,Sadie,Ama,1987-08-19,,GB,71THa7IZ29vVj9shu4DeyC,,Sadie Ama,female,,voice
174,21032561-1973-4bda-9a25-d89cd8ef8541,Christian Lars,Karlsson,1976,,SE,4sTQVOfp9vEMCemLw50sbu,Christian Lars Karlsson,Christian Karlsson,,,
175,Q15978832,Linus,Eklöw,1979-08-29,,SE,4sTQVOfp9vEMCemLw50sbu,,Style of Eye,male,Q330629,
176,5b84fd7b-ec32-4438-b9ed-b84e02f2d249,Carli,,,,SE,4sTQVOfp9vEMCemLw50sbu,,Carli,,,
177,Q5897888,Hook,N Sling,,,AU,3iN9k8uvm4WrgdlOigOH8D,,Hook N Sling,male,Q2310883,
178,Q16995320,,Jones,1987-07-25,,GB,4Q6nIcaBED8qUel8bBx6Cr,Timucin Fabian Kwong Wah Aluo,Jax Jones,male,Q155152,
179,Q5084390,Charlotte Emma,Aitchison,1992-08-02,,GB,25uiPmTg16RbhZWAqwLBy5,Charlotte Emma Aitchison,Charli XCX,female,"Q1998195,Q202440,Q21077,Q2690060",voice
180,Q21714945,Louisa,Johnson,1998-01-11,,GB,5IHqlcCbQkyhWl0KmIwgeq,,Louisa Johnson,female,Q7659636,voice
181,Q27807517,John Paul,Cooper,1983-11-01,,GB,4kYGAK2zu9EAomwj3hXkXy,John Paul Cooper,JP Cooper,male,Q190585,voice
182,Q16231940,Robin,Schulz,1987-04-28,,DE,3t5xRXzsuZmMDkQzgOX35S,Robin Alexander Schulz,Robin Schulz,male,,
183,00fa66a8-f3b6-4b58-843a-8fcd0d04ece2,Trevor Edmund,Dahl,,,US,7DMveApC7UnC2NPfPvlHSU,Trevor Edmund Dahl,Dahl,,,
184,8bab537c-6d29-4673-95e2-90606eeb1ce3,Kevin,Ford,,,,7DMveApC7UnC2NPfPvlHSU,,Kevin Ford,,,
185,d70728b9-75a4-4f42-bd4b-af28b70ddeaa,Matthew,Russell,,,,7DMveApC7UnC2NPfPvlHSU,,Matthew Russell,,,
186,Q309697,Brandon,Flowers,1981-06-21,,US,0C0XlULifJtAgn6ZNCW2eu,,Brandon Flowers,male,"Q190585,Q6660510,Q1330417","piano,voice"
187,Q2312688,David,Keuning,1976-03-28,,US,0C0XlULifJtAgn6ZNCW2eu,,Dave Keuning,male,"Q190585,Q6660510,Q1330417","bass guitar,guitar"
188,Q181280,Ronnie,Vannucci,1976-02-15,,US,0C0XlULifJtAgn6ZNCW2eu,,Ronnie Vannucci,male,"Q190585,Q6660510,Q1330417",drum kit
189,Q20685460,Calum,Scott,1988-10-12,,GB,6ydoSd3N2mwgwBHtF6K7eX,,Calum Scott,male,Q193023,
190,Q19810390,Charles Otto Charlie,Puth,1991-12-02,,US,6VuMaDnrHyPL1p4EHjYLi7,Charles Otto Puth Jr.,Charlie Puth,male,"Q202440,Q2668070","piano,keyboard instrument,guitar,voice"
191,Q21914464,Dua,Lipa,1995-08-22,,GB,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,Dua Lipa,female,"Q64485314,Q1330417",voice
192,Q23826199,Valentin,Brunel,1996-12-17,,FR,7keGfmQR4X5w0two1xKZ7d,Valentin Brunel,KUNGS,male,Q2535085,
193,d58bd6e5-3f09-4f7d-b2c8-3cd626d05b02,Lance,Ferguson,,,NZ,726MxZBpkxnnoKl6aN7mmj,,Lance Ferguson,,,
194,a18e41f0-afdc-4a3a-b4dc-e3bd278c90fc,Ivan,Khatchoyan,,,AU,726MxZBpkxnnoKl6aN7mmj,,Ivan Khatchoyan,,,
195,aeac89c0-8029-45f1-8dee-2b7e3ac64fac,Jake Edward,Mason,,,AU,726MxZBpkxnnoKl6aN7mmj,Jake Edward Mason,Jake Mason,,,
196,Q15125833,Lukas,Forchhammer,1988-09-18,,DK,25u4wHJWxCA9vO0CzxAbK7,,Lukas Forchhammer,male,"Q641445,Q843402,Q64485314",
197,Q16324115,Mark,Falgren,1988-03-14,,DK,25u4wHJWxCA9vO0CzxAbK7,,Mark Falgren,male,"Q641445,Q843402,Q64485314",
198,Q99730956,Magnus,Larsson,,,DK,25u4wHJWxCA9vO0CzxAbK7,,Magnus Larsson,male,"Q641445,Q843402,Q64485314",bass
199,Q108604119,Kasper,Daugaard,,,DK,25u4wHJWxCA9vO0CzxAbK7,,Kasper Daugaard,male,"Q641445,Q843402,Q64485314",
200,Q21621971,Alexander George Edward,Crossan,1996-04-05,,GB,5Q81rlcTFh3k6DQJXPdsot,Alexander George Edward Crossan,Mura Masa,male,"Q155152,Q21922802,Q38903,Q975480,Q231694,Q212699","piano,bass guitar,voice,synthesizer,guitar,drum kit,mixing console"
201,Q129910,Rakim,Mayers,1988-10-03,,US,13ubrt8QOOCPljQ2FL1Kca,Rakim Athelaston Mayers,A$AP Rocky,male,"Q202585,Q84826672",voice
202,Q6716905,MNEK,,1994-11-09,,GB,7uMh23xWiuR7zsNkuNcm2G,,MNEK,male,Q38903,
203,Q273055,Robert Sylvester,Kelly,1967-01-08,,US,2mxe0TnaNL039ysAj51xPQ,Robert Sylvester Kelly,R. Kelly,male,"Q27184,Q7355459,Q202585",voice
204,Q130311,George,Michael Panayiotou,1963-06-25,2016-12-25,GB,19ra5tSw0tWufvUp8GotLo,Γεώργιος Κυριάκος Παναγιώτου,George Michael,male,"Q216364,Q203059,Q1899781,Q183387,Q330629,Q155152,Q16959632",voice
205,Q22279445,Nyla,,1983-11-27,,JM,4VZY0nxYMSNotbS7WjNVQy,,Nyla,female,,
206,Q5509984,Fuse,ODG,1988-12-02,,GB,374sWpAJsbZckf98df2jJJ,,Fuse ODG,male,Q2484080,voice
207,Q5560289,Nathaniel,Thompson,1983-05-11,,GB,3S0tlB4fE7ChxI2pWz8Xip,Nathaniel Thompson,Giggs,male,Q1123947,
208,Q5293828,Donae'o,,1901,,GB,3xcx9CcYTM4M1890B8o9Bp,,Donae'o,male,,voice
209,Q714,Stevland,Hardaway Judkins Morris,1950-05-13,,US,7guDJrEfX3qb6FEbdPA5qi,Stevland Hardaway Judkins,Stevie Wonder,male,Q43327,"piano,harmonica,voice,Marcodi,musical keyboard,percussion instrument"
210,Q30122089,John,Gibbons,,,,72luDUYRlE8N8lPSgyhiwo,,John Gibbons,male,,
211,Q46321,Patrick,Chukwuemeka Okogwu,1988-11-07,,GB,0Tob4H0FLtEONHU1MjpUEp,Patrick Chukwuemeka Okogwu,Tinie Tempah,male,Q208909,keyboard instrument
212,Q61669146,Yuki,Kempees,1986,,NL,4LcUpNlXFEleaLlelmkv2R,,Yuki Kempees,male,,
213,Q712860,Christopher Anthony John,Martin,1977-03-02,,GB,4gzpq5DPGxSnKTe4SA8HAU,,Chris Martin,male,"Q193023,Q202440,Q208909","guitar,piano,voice,sampler,harmonica,musical keyboard"
214,Q822029,Jonathan Mark,Buckland,1977-09-11,,GB,4gzpq5DPGxSnKTe4SA8HAU,Jonathan Mark Buckland,Jonny Buckland,male,"Q193023,Q202440,Q208909","guitar,voice,effects unit"
215,Q601617,Guy Rupert,Berryman,1978-04-12,,GB,4gzpq5DPGxSnKTe4SA8HAU,Guy Rupert Berryman,Guy Berryman,male,"Q193023,Q202440,Q208909","electric bass guitar,piano"
216,Q822036,William Elan,Champion,1978-07-31,,GB,4gzpq5DPGxSnKTe4SA8HAU,,Will Champion,male,"Q193023,Q202440,Q208909","drum kit,voice,guitar,piano,mandolin"
217,Q2060318,Phil,Harvey,1976-08-29,,GB,4gzpq5DPGxSnKTe4SA8HAU,,Phil Harvey,male,"Q193023,Q202440,Q208909",
218,Q15838567,Héloïse Adélaïde Christine Chris,Letissier,1988-06-01,,FR,04vj3iPUiVh5melWr0w3xT,Héloïse Adélaïde Letissier,Christine and the Queens,genderqueer,Q2740367,piano
219,Q128799,Enrique,Martín,1971-12-24,,PR,7slfeZO9LsJbWgpkIoXBUJ,Enrique Martín Morales,Ricky Martin,male,"Q330629,Q183387,Q56760250",voice
220,Q28950508,Christopher Bryant,Vélez,1995-11-23,,EC,0eecdvMrqBftK0M1VKhaF4,Christopher Bryant Vélez Muñoz,Christopher Vélez,male,Q56760250,voice
221,Q25367694,Richard,Camacho,1997-01-22,,US,0eecdvMrqBftK0M1VKhaF4,Richard Yashel Camacho Puello,Richard Camacho,male,Q56760250,"voice,piano"
222,Q41450422,Joel,Pimentel,1999-02-28,,US,0eecdvMrqBftK0M1VKhaF4,Joel Pimentel De Leon,Joel Pimentel,male,Q56760250,voice
223,Q101096694,Erick,Colón,2001-01-03,,CU,0eecdvMrqBftK0M1VKhaF4,Erick Brian Colón Arista,Erick Brian Colón,male,Q56760250,voice
224,Q101096577,Zabdiel,de Jesús,1997-12-13,,PR,0eecdvMrqBftK0M1VKhaF4,Zabdiel de Jesús Colón,Zabdiel De Jesús,male,Q56760250,voice
225,Q34086,Justin Drew,Bieber,1994-03-01,,CA,0eecdvMrqBftK0M1VKhaF4,Justin Drew Bieber,Justin Bieber,male,Q56760250,"voice,drum,guitar,piano"
226,Q966845,José,Balvin,1985-05-07,,CO,1vyhD5VmyZ7KMfW5gqLgo5,,J Balvin,male,Q3298975,voice
227,Q21005074,Bianca,Landrau,1991-08-16,,US,6veh5zbFpm31XsPdjBgPER,Bianca Landrau,BIA,female,Q15995150,
228,Q108410092,Sky,Rompiendo,,,,51XrH5fQP2oIQynuKxSWcW,,Sky Rompiendo,male,,
229,Q272591,Ramón Luis,Ayala,1977-02-03,,PR,4VMYDCV2IEDYJArk749S6m,Ramón Luis Ayala Rodríguez,Daddy Yankee,male,Q3720876,"drum kit,voice"
230,Q17478270,Sebastián,Obando,1994-10-15,,CO,07YUOmWljBTXwIseAUd9TW,Sebastian Obando Giraldo,Sebastián Yatra,male,Q38903,"guitar,voice,piano,electric bass guitar"
231,Q68110339,Maria Emilia,Mernes,1996-10-29,,AR,5KQX0Ui06LVm6PApyicRFK,,Emilia Mernes,female,Q3244698,voice
232,Q6171416,Zion,,1981-08-05,,PR,21451j1KhjAiaYKflxBjr1,,Zion,male,,"voice,drum kit"
233,Q5972994,Gabriel Enrique,Pizarro,1980-12-10,,PR,21451j1KhjAiaYKflxBjr1,Gabriel Enrique Pizarro Pizarro,Lennox,male,,voice
234,Q965888,Carlos,Vives,1960-08-07,,CO,4vhNDa5ycK0ST968ek7kRr,Carlos Alberto Vives Restrepo,Carlos Vives,male,"Q3001888,Q56760250","voice,guitar,piano"
235,Q28739901,Juan Carlos,Ozuná,1992-03-13,,PR,1i8SpTcr7yvPOmcqrbnVXY,Juan Carlos Ozuna Rosado,Ozuna,male,"Q56697270,Q330629",voice
236,Q37944025,Jesús,,,,,5NS0854TqZQVoRmJKSWtFZ,,Chino,male,Q4043543,
237,Q37944034,Nacho,,,,,5NS0854TqZQVoRmJKSWtFZ,,Nacho,male,Q4043543,
238,Q171235,Ariadna Thalía,Sodi,1971-08-26,,US,23wEWD21D4TPYiJugoXmYb,,Thalía,female,"Q427326,Q3298975",voice
239,Q27950831,Charly,Black,1980-04-06,,JM,5sK8BsvyDl4TFA6KaBf8or,,Charly Black,male,,voice
240,Q73043378,Juan,David Castaño El Llane,1990-01-20,,,4bw2Am3p9ji3mYsXNXtQcd,,Juan David Castaño El Llane,male,,
241,Q47122,Enrique Miguel,Iglesias,1975-05-08,,ES,7qG3b048QCHVRO5Pv1T5lw,Enrique Miguel Iglesias Preysler,Enrique Iglesias,male,"Q1025106,Q155152,Q231694,Q427326","guitar,piano,electric guitar"
242,Q6168030,Juan Luis,Morera Luna,1978-12-19,,PR,3E6xrwgnVfYCrCs0ePERDz,Juan Luis Morera Luna,Wisin,male,Q3244698,voice
243,Q5764536,Chano,Charpentier,1981-09-23,,AR,14lvrkdaXxggonwjKZpePM,,Chano Charpentier,male,,voice
244,Q187844,Armando Christian,Pérez,1981-01-15,,US,0TnOYISbd1XYRBk9myaseg,Armando Christian Pérez,Pitbull,male,"Q202585,Q7225891,Q4840215,Q6928366,Q2283665,Q92322334,Q121698,Q56760250",voice
245,Q955032,Llandel,Veguilla Malavé,1978-01-14,,PR,0eHQ9o50hj6ZDNBt6Ys1sD,Llandel Veguilla Malavé,Yandel,male,Q3244698,voice
246,Q28518886,Ramón,Lavado Martínez,1986-02-08,,CU,1xFn1xod58AGaSZjrxdiXA,Ramón Lavado Martínez,El Chacal,male,,voice
247,28da619b-b2ac-4914-bc76-380d5c64c923,Yosdani Jacob,Carmenates,,,CU,2cy1zPcrFcXAJTP0APWewL,Yosdani Jacob Carmenates,Jacob Forever,,,
248,Q26625,Marco Antonio,Muñiz,1968-09-16,,US,4wLXwxDeWQ8mtUIRPxGiD6,Marco Antonio Muñiz Rivera,Marc Anthony,male,"Q183387,Q3001888,Q56760250,Q7277056",voice
249,Q1135993,José Fernando,Cosculluela,1980-10-15,,PR,00me4Ke1LsvMxt5kydlMyU,José Fernando Cosculluela Suárez,Cosculluela,male,Q38903,voice
250,Q55641280,Luis,Santos,1994-06-26,,PR,3RtNN1VnooWEn3KQk03DUL,Noel Santos Román,Noriel,male,Q3244698,voice
251,Q53567275,Bryan Robert,Rohena,1998-04-05,,PR,6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,Bryant Myers,male,,voice
252,Q310539,William,Landron,1978-02-10,,PR,33ScadVnbm2X8kkUqOkC6Z,,Don Omar,male,Q7101695,voice
253,Q43189,Juan Esteban,Aristizábal,1972-08-09,,CO,0UWZUmn7sybxMCqrw9tGa7,Juan Esteban Aristizábal Vásquez,Juanes,male,Q38903,"guitar,voice"
254,Q432602,David Kent,Hidalgo,1954-10-06,,US,7d1kmnhwauydKmuAvjgQrH,,David Hidalgo,male,Q2606741,"accordion,voice,singing,guitar"
255,Q1150769,César,,1954-09-26,,US,7d1kmnhwauydKmuAvjgQrH,,Cesar Rosas,male,Q2606741,"guitar,voice,singing,Bajo sexto"
256,Q2346849,Steve,Berlin,1955-09-14,,US,7d1kmnhwauydKmuAvjgQrH,,Steve Berlin,male,Q2606741,"saxophone,flute,percussion instrument"
257,Q12065632,Louie,Pérez,1953-01-29,,US,7d1kmnhwauydKmuAvjgQrH,,Louie Pérez,male,Q2606741,"guitar,singing,drum kit"
258,Q5162569,Conrad,Lozano,1951-03-21,,US,7d1kmnhwauydKmuAvjgQrH,,Conrad Lozano,male,Q2606741,"guitar,singing,bass"
259,Q69819294,Jesús Alberto,Navarro,1986,,MX,0vR2qb8m9WHeZ5ByCbimq2,Jesús Alberto Navarro Rosas,Jesús Navarro,male,Q330629,guitar
260,Q69816252,Julio,Ramírez,1987-12-17,,MX,0vR2qb8m9WHeZ5ByCbimq2,Julio Ramírez Eguía,Julio Ramírez,male,Q330629,guitar
261,Q60968923,Gilberto,Marín,1983,,MX,0vR2qb8m9WHeZ5ByCbimq2,Gilberto Marín Espinoza,Bibi Marín,male,Q330629,guitar
262,Q1374560,Nicky,Jam,1981-03-17,,US,1SupJlEpv7RS2tPNRaHViT,,Nicky Jam,male,,"voice,piano"
263,Q5932808,Joey,Montana,1982-05-03,,PA,3ATyg4fGC9F8trfb0GRWmX,,Joey Montana,male,"Q3298975,Q61787856",voice
264,Q5436372,Farruko,,1991-05-02,,PR,329e4yvIujISKGKz1BZZbO,,Farruko,male,Q3244698,voice
265,Q741513,Ky-Mani,Marley,1976-02-26,,JM,1XTGADISSMRf8B4TcVGYUC,,Ky-Mani Marley,male,Q5529760,"guitar,voice"
266,Q100977426,Ezequiel Iván,,1987-05-23,,AR,3ucYybVr1mTuB04HtoBDCc,,El Polaco,male,,
267,4acd3e60-db1d-45ff-ae06-6e9b815f25b5,Alejandro,Rengifo Pérez,1993-09-03,,CO,5DUlefCLzVRzNWaNURTFpK,Alejandro Rengifo Pérez,Cali,,,
268,a549fc09-3610-46d8-b536-936cf10e7f84,Mauricio,Rengifo Pérez,1988-10-15,,CO,5DUlefCLzVRzNWaNURTFpK,Mauricio Rengifo Pérez,Mauricio Rengifo,,,
269,Q2017399,Omar,Manzanares,1976-10-16,,CU,3IzFiozYX6N0Qoz0drX8w8,,Yotuel Romero,male,,voice
270,Q359835,Anders,Trentemøller Andersen,1974-10-16,,DK,4Wjf8diP59VmPG7fi4y724,Anders Trentemøller Andersen,Trentemøller,male,Q2100905,"electronic musical instrument,guitar,electric bass guitar"
271,Q512975,Christopher Kevin,Willis,1969-02-26,,US,2qSEpijpT3YSXgxcXac1ly,Christopher Kevin Willis,Chris Willis,male,,"piano,voice"
272,Q3087850,Juan Manuel,Magán,1978-09-30,,ES,1ackd5XprZEkH3McKbQD51,Juan Manuel Magán González,Juan Magán,male,Q330629,voice
273,Q3265183,Luciana,Caporaso,1973-06-23,,GB,4ugGMtXC28CVR5hlYJy9wV,Luciana Caporaso,Luciana Caporaso,female,Q1088453,voice
274,Q7962743,Wallace,Berman,1926-02-18,1976-02-18,US,3HPOnbuwLP2qlwWQ7cgxYW,,Wallace Berman,male,,
275,Q12320236,Johnny,Dynell,,,US,7oCLjINIMWifuknBBsg3CO,,Johnny Dynell,male,,
276,Q16942289,Lucas,Sugo,1978-04-15,,UY,0WnP62TjkFfRrt52yE8zcX,,Lucas Sugo,male,,voice
277,Q44333953,Benito Antonio,Martínez,1994-03-10,,PR,4q3ewBCX7sLwd24euuV69X,Benito Antonio Martínez Ocasio,Bad Bunny,male,Q79060122,voice
278,Q1135754,Cory Cory,Arcangel,1978-05-25,,US,4SsVbpTthjScTS7U2hmr1X,,Cory Arcangel,male,,
279,Q16221464,Edwin Laureano,Rosa,1981-10-15,,PR,12vb80Km0Ew53ABfJOepVz,,Ñengo Flow,male,,
280,Q51901916,Luian,Malavé Nieves,1990-07-01,,PR,64aJYyrXljOodnUG6jvhRD,Luian Malavé Nieves,DJ Luian,male,"Q2095364,Q50377916",
281,Q5654923,Abel,Pintos,1984-05-01,,AR,6HTUcOExehqydqa7C3usAa,,Abel Pintos,male,Q330629,"guitar,voice"
282,Q632239,Carlos,Baute,1974-03-08,,VE,3smfreCkyJt7bShaTYpG77,,Carlos Baute,male,Q21077,voice
283,ecfe187e-1104-4876-a0d0-95cbc2339976,Raúl Alexis,Ortiz,1979-08-05,,PR,7tU1VKOuxiNZwBZC6RHidA,Raúl Alexis Ortiz,Alexis,,,
284,d7db36a9-4408-4592-a3d7-bd90301953c7,Joel,Martínez,1979-07-14,,PR,7tU1VKOuxiNZwBZC6RHidA,Joel Martínez,Fido,,,
285,Q66013768,David,Rodríguez,1950,,AR,1qoJTYkRvsRJMTOxnUnpNW,,Papichamp,male,,
286,Q19204701,Kevin Ronny,Roldán,1993-03-08,,CO,1RBzGO6Nm3uyhUSxP7EDWO,Ronny Kevin Roldán Velasco,Kevin Roldán,male,,voice
287,395ad460-4f06-4aba-bebd-22ac99b82600,Edgar,Wilmer Semper-Vargas,,,PR,2T1aUibqR2QC2sINIDQOAK,,Edgar Wilmer Semper-Vargas,,,
288,325ff0e9-6531-48d7-b454-0ea9ab5cd7dc,Xavier,Alexis Semper-Vargas,,,PR,2T1aUibqR2QC2sINIDQOAK,,Xavier Alexis Semper-Vargas,,,
289,Q17620485,Hiram David,Santos,1944-04-27,,PR,77GVmrLGuxNEvj2ibvT62v,Hiram David Santos Rojas,Luigi 21 Plus,male,,voice
290,Q491583,Martin Lee,Gore,1961-07-23,,GB,1Q257Q8HvFsbM8ZCyoQbC6,,Martin Gore,male,Q240804,"guitar,voice"
291,Q12176732,Javier,Domínguez Gregorio,1973-08-31,,ES,4Rt3IAHzQThxacUz1hePkg,Javier Domínguez Gregorio,Zeta,male,,
292,Q21808729,Alan Olav,Walker,1997-08-24,,NO,7vk5e3vY1uw9plTHJAMwjN,Alan Olav Walker,Alan Walker,male,"Q330629,Q50074604,Q21006848,Q59157222","synthesizer,digital audio workstation"
293,Q105558,Mark,Ćwiertniak,1983-01-11,,DE,7qXzy6c5RWT0XlVQcOBIDG,Mark Ćwiertnia,Mark Forster,male,,
294,Q15263356,Frans,Zimmer,1985-06-05,,DE,61ipISvUVa5LkJlKZnm3Oo,,Alle Farben,male,,
295,Q21039224,Martin,Jensen,1991-09-29,,DK,4ehtJnVumNf6xzSCDk8aLB,,Martin Jensen,male,Q56760250,
296,Q20676255,Luke,Christopher,1993-05-08,,US,787bCXOIvGeBw0Bc4kEjhD,,Luke Christopher,male,,
297,Q18857432,Felix,De Laet,1993-11-30,,BE,7f5Zgnp2spUuuzKplmRkt7,Felix De Laet,Lost Frequencies,male,Q160732,synthesizer
298,Q26097585,Alma-Sofia,Miettinen,1996-01-17,,FI,6c0mTNAxJxlp9HpKTUZwA8,Alma-Sofia Miettinen,Alma,female,,
299,Q17325633,Paul,Pizzera,1988-07-17,,AT,355ClqG0dW1RFLQ2kXloTp,,Paul Pizzera,male,,
300,Q24278944,Otto,Jaus,1983,,AT,355ClqG0dW1RFLQ2kXloTp,,Otto Jaus,male,,voice
301,Q18943660,Felix,Jähn,1994-08-28,,DE,4bL2B6hmLlMWnUEZnorEtG,Felix Jähn,Felix Jaehn,male,"Q38903,Q21029768",
302,Q2662960,John Lorenz,Moser,1985-12-23,,DE,1aS5tqEs9ci5P9KD9tZWa6,,Bonez MC,male,,
303,Q2123936,Raphael,Ragucci,1984-06-04,,AT,0Dvx6p8JDyzeOPGmaCIH1L,Raphael Ragucci,RAF Camora,male,,voice
304,Q1378643,Maxwell,,1973-05-23,,US,0b62itBWBdLgiecXjXCqKC,,Maxwell,male,Q183387,"guitar,piano,voice"
305,Q1718466,Hüseyin,Kökseçen,1988-01-26,,DE,5p7mWeX4RlvqBCxylfiXdE,Hüseyin Kökseçen,KC Rebell,male,,
306,Q27031728,Mike,Perry,1983-06-24,,SE,6lB8vOoI4DRrrVxXwuV19c,,Mike Perry,male,,
307,Q30331222,Sara Fanny Christina,Hjellström,1993-11-05,,SE,7eCmccnRwPmRnWPw61x6jM,Sara Fanny Christina Hjellström,Shy Martin,female,,voice
308,019e36fe-f3ff-4ca8-b6a8-e1af001f7558,,Kolja Scholz,,,,6ihLfpY3cmdGyWEnItn30w,,Keule,,,
309,edc8a210-fe37-4e28-83b7-03cdbb72f3c6,Mike,,,,,6ihLfpY3cmdGyWEnItn30w,,Mike,,,
310,027c518c-0eae-4259-a9ac-3591c83c6000,,Daniel Schneider,,,,6ihLfpY3cmdGyWEnItn30w,,Shneezin,,,
311,929d365b-cffb-406c-814f-9d95158d11c0,,Jakob Epifanov,,,DE,6ihLfpY3cmdGyWEnItn30w,,Voddi,,,
312,Q28007321,Alok,,1991-08-26,,BR,0NGAZxHanS9e0iNHpR8f2W,,Alok,male,"Q3964488,Q160732,Q38903,Q2310883","digital audio workstation,guitar"
313,Q30939186,Bruno,Martini,1992-10-01,,BR,5veVxxPm1vzgi6pO2iVA8L,,Bruno Martini,male,Q38903,
314,Q30938233,Zeeba,,1993-01-26,,,7qPLO2XOUaRrRxkvLZ3AEK,,Zeeba,male,,voice
315,Q63015702,Matt,Sallee,1994,,,26AHtbjWKiwYzsoGoUZq53,,Matt Sallee,male,Q202585,
316,Q23009146,Scott,Hoying,1991-09-17,,US,26AHtbjWKiwYzsoGoUZq53,,Scott Hoying,male,Q202585,voice
317,Q18921804,Mitch,Grassi,1992-07-24,,US,26AHtbjWKiwYzsoGoUZq53,,Mitch Grassi,male,Q202585,"voice,piano"
318,Q22912313,Kirstin,Maldonado,1992-05-16,,US,26AHtbjWKiwYzsoGoUZq53,,Kirstin Maldonado,female,Q202585,voice
319,Q16232328,Kevin,Olusola,1988-10-05,,US,26AHtbjWKiwYzsoGoUZq53,,Kevin Olusola,male,Q202585,"cello,singing"
320,Q29635010,Avi,Kaplan,1989-04-17,,US,26AHtbjWKiwYzsoGoUZq53,,Avi Kaplan,male,Q202585,"voice,guitar"
321,Q22314878,Emily,Warren,1992-08-25,,US,1oKdM70mJD8VvDOTKeS8t1,,Emily Warren,female,,
322,Q17322517,James,Hersey,1988-07-15,,US,0lzV2CiahHRiGd6qpADtPS,,James Hersey,male,,voice
323,Q25431241,Clemens,Rehbein,1992-11-12,,DE,1hzfo8twXdOegF3xireCYs,,Clemens Rehbein,male,,"voice,guitar,bass"
324,Q30092899,Philipp,Dausch,1992,,DE,1hzfo8twXdOegF3xireCYs,,Philipp Dausch,male,,"percussionist,bass guitar"
325,Q49229108,Antonio,Greger,1991-08-21,,,1hzfo8twXdOegF3xireCYs,,Antonio Greger,male,,
